0.35514	0
0.38053	1
0.40626	1
0.43196	1
0.45765	1
0.4834	0
0.50908	0
0.53481	0
0.56051	0
0.5862	0
0.61192	0
0.63762	1
0.66333	0
0.68904	0
0.71474	0
0.74043	1
0.76615	1
0.79186	1
0.81756	1
0.84327	1
0.86898	1
0.89467	0
0.92038	0
0.94611	0
0.97179	1
0.9975	1
1.02322	0
1.04892	0
1.07464	0
1.10035	0
1.12607	0
1.15177	0
1.17751	1
1.2032	0
1.22894	0
1.25468	0
1.28038	1
1.30611	0
1.33183	1
1.35754	1
1.38329	0
1.409	0
1.43471	0
1.46043	0
1.48613	0
1.51184	1
1.53756	1
1.56325	1
1.58895	1
1.61468	1
1.64037	1
1.66608	1
1.69182	0
1.7175	0
1.7432	0
1.76893	0
1.79463	0
1.82033	0
1.84605	0
1.87175	0
1.89747	0
1.92321	0
1.94893	0
1.97467	1
2.00038	0
2.02609	0
2.05182	0
2.07753	0
2.10323	0
2.12896	0
2.15466	0
2.18035	0
2.2061	0
2.23179	0
2.25747	0
2.28321	0
2.30891	0
2.33463	1
2.36034	1
2.38604	1
2.41174	0
2.43746	1
2.46316	1
2.48886	1
2.5146	0
2.54028	0
2.56597	0
2.59171	0
2.6174	0
2.64311	1
2.66883	1
2.69452	1
2.72022	0
2.74595	0
2.77166	0
2.79736	1
2.8231	1
2.8488	1
2.87454	1
2.90028	1
2.926	0
2.95174	1
2.97745	0
3.00314	1
3.02888	1
3.05458	1
3.08025	0
3.10599	0
3.13169	0
3.15737	0
3.18312	0
3.20882	0
3.23448	0
3.26022	1
3.28592	1
3.31164	1
3.33736	1
3.36305	1
3.38876	1
3.41448	0
3.44016	0
3.46588	0
3.4916	0
3.51731	0
3.54301	0
3.56873	0
3.59442	0
3.62012	0
3.64586	0
3.67157	0
3.69727	0
3.723	1
3.74869	0
3.77438	1
3.80012	1
3.82584	1
3.85157	1
3.87729	1
3.90301	1
3.92874	0
3.95445	1
3.98016	1
4.00589	1
4.03159	0
4.05727	0
4.08303	0
4.10871	0
4.13443	0
4.16014	0
4.18584	0
4.21156	0
4.23728	0
4.26298	0
4.28869	0
4.31442	1
4.34011	1
4.36581	0
4.39154	0
4.41723	0
4.44295	0
4.46868	0
4.49439	0
4.52008	0
4.54582	0
4.57155	1
4.59728	1
4.62301	1
4.64871	1
4.67445	1
4.70016	1
4.72585	1
4.75157	1
4.77726	1
4.80296	1
4.82868	1
4.85437	1
4.88006	1
4.90581	1
4.93151	1
4.95719	1
4.98292	1
5.0086	0
5.03429	0
5.06004	0
5.08574	0
5.11146	0
5.13719	0
5.16288	0
5.18858	0
5.21431	0
5.24001	1
5.26571	1
5.29143	0
5.31712	1
5.34282	1
5.36856	1
5.39426	1
5.41996	1
5.44568	1
5.47138	1
5.49709	1
5.52283	1
5.54854	1
5.57428	0
5.6	0
5.6257	0
5.65144	0
5.67715	0
5.70285	0
5.72859	0
5.75429	0
5.77998	0
5.80572	0
5.83142	0
5.85714	1
