0.35514	-1.61074E-8
0.38053	-1.67435E-8
0.40626	-1.7131E-8
0.43196	-1.70946E-8
0.45765	-1.68536E-8
0.4834	-1.61538E-8
0.50908	-1.61834E-8
0.53481	-1.61354E-8
0.56051	-1.61141E-8
0.5862	-1.6112E-8
0.61192	-1.61393E-8
0.63762	-1.71072E-8
0.66333	-1.61265E-8
0.68904	-1.61289E-8
0.71474	-1.61129E-8
0.74043	-1.71698E-8
0.76615	-1.71661E-8
0.79186	-1.71338E-8
0.81756	-1.71335E-8
0.84327	-1.71282E-8
0.86898	-1.71707E-8
0.89467	-1.62687E-8
0.92038	-1.6166E-8
0.94611	-1.63241E-8
0.97179	-1.65615E-8
0.9975	-1.64691E-8
1.02322	-1.61142E-8
1.04892	-1.60075E-8
1.07464	-1.58926E-8
1.10035	-1.59181E-8
1.12607	-1.59968E-8
1.15177	-1.59537E-8
1.17751	-1.65531E-8
1.2032	-1.59065E-8
1.22894	-1.59157E-8
1.25468	-1.58916E-8
1.28038	-1.65172E-8
1.30611	-1.62166E-8
1.33183	-1.68979E-8
1.35754	-1.68806E-8
1.38329	-1.59118E-8
1.409	-1.58403E-8
1.43471	-1.59014E-8
1.46043	-1.58442E-8
1.48613	-1.59212E-8
1.51184	-1.69524E-8
1.53756	-1.68558E-8
1.56325	-1.68424E-8
1.58895	-1.69207E-8
1.61468	-1.69175E-8
1.64037	-1.69034E-8
1.66608	-1.68836E-8
1.69182	-1.58815E-8
1.7175	-1.59016E-8
1.7432	-1.59414E-8
1.76893	-1.59126E-8
1.79463	-1.59628E-8
1.82033	-1.59488E-8
1.84605	-1.59627E-8
1.87175	-1.59287E-8
1.89747	-1.59274E-8
1.92321	-1.59487E-8
1.94893	-1.60944E-8
1.97467	-1.64524E-8
2.00038	-1.59452E-8
2.02609	-1.59051E-8
2.05182	-1.59124E-8
2.07753	-1.59382E-8
2.10323	-1.5916E-8
2.12896	-1.5911E-8
2.15466	-1.59264E-8
2.18035	-1.5979E-8
2.2061	-1.59113E-8
2.23179	-1.59756E-8
2.25747	-1.59409E-8
